"task_id","suite","scenario","rep","alpha_true","n","prior_delta","prior_center","fixed_stats","x_a","x_g","delta_post","mu_ratio","truth_mode","method","status","ks","w1","mean","var","ci_low","ci_high","cover","ess","ess_per_iter","ess_per_sec","acf1","acf10","runtime_sec","accept_rate","avg_evals","pig_N","n_save","message"
47,"damsleth","Damsleth n=5",47,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999873061638333,4.68267137525118,0.0743420141222443,0.000533222907913432,0.0321651428783235,0.124210550016004,FALSE,3694.84914787885,0.73896982957577,10899.2600232415,0.0431391924647074,-0.0104585006122875,0.339,NA,NA,200,4000,""
48,"damsleth","Damsleth n=5",48,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
48,"damsleth","Damsleth n=5",48,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872791319784,4.68273245644595,0.0742809329274786,0.000514425404706754,0.0341137940778244,0.122987952100006,FALSE,3805.30944195862,0.761061888391725,11817.7311862069,0.0248183795921344,-0.0162067626604134,0.322,NA,NA,200,4000,""
49,"damsleth","Damsleth n=5",49,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
49,"damsleth","Damsleth n=5",49,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872352525148,4.68275312577959,0.074260263593835,0.000533808484849645,0.0336167087315817,0.12292873543806,FALSE,4657.84261245501,0.931568522491003,12454.1246322327,0.0172897615026316,0.0193081906406566,0.374,NA,NA,200,4000,""
50,"damsleth","Damsleth n=5",50,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
50,"damsleth","Damsleth n=5",50,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999871351942253,4.68296579145568,0.0740475979177401,0.000541581629437186,0.0328773586583892,0.123138152452704,FALSE,4000,0.8,10638.2978723404,0.019173003430456,0.0149739046831659,0.376,NA,NA,200,4000,""
51,"damsleth","Damsleth n=5",51,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
51,"damsleth","Damsleth n=5",51,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872663101434,4.68250889468984,0.0745044946835865,0.000497980512511231,0.0343625305746423,0.120869997216796,FALSE,3791.31163049286,0.758262326098573,10740.259576467,0.0489426827770839,0.00980678784565066,0.353,NA,NA,200,4000,""
52,"damsleth","Damsleth n=5",52,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
52,"damsleth","Damsleth n=5",52,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.99987277334736,4.68365347228224,0.0733599170911824,0.000518137075477184,0.0343438327742558,0.120967305531177,FALSE,3927.9754391947,0.785595087838939,10502.608126189,0.0573939222770463,-0.0102889695501249,0.374,NA,NA,200,4000,""
53,"damsleth","Damsleth n=5",53,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
53,"damsleth","Damsleth n=5",53,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999873726489258,4.682944659392,0.0740687299814273,0.000508668584687138,0.0333503324031459,0.120619196188217,FALSE,3375.6442913238,0.67512885826476,9429.17399811118,0.0568450217429748,0.03436245390012,0.358,NA,NA,200,4000,""
54,"damsleth","Damsleth n=5",54,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
54,"damsleth","Damsleth n=5",54,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999871977257861,4.68234046459247,0.0746729247809522,0.000539096427146023,0.0330744840581796,0.124093616746526,FALSE,3496.51435696583,0.699302871393166,9739.59430909702,0.0289819818278669,0.01467589805532,0.359,NA,NA,200,4000,""
55,"damsleth","Damsleth n=5",55,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
55,"damsleth","Damsleth n=5",55,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"P-IG Gibbs","ok",0.999872496425451,4.68255789438856,0.0744554949848624,0.000523288186263322,0.0339350341093417,0.123857925198094,FALSE,3425.79025860108,0.685158051720217,9135.44068960289,0.0439390966834857,0.0152352441110626,0.375,NA,NA,200,4000,""
56,"damsleth","Damsleth n=5",56,5,5,0,NA,TRUE,7.19,6.05,5,1.18842975206612,4.73157363452889,"Numerical grid","ok",0,0,4.75879319058782,5.37883300452028,1.37921439520066,10.2811119117974,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""
